Isotope,Energy,Intensity,unc_intensity,Half life (s),Half life (m),half life (h),half life (d)
189PT,1323.66,0.23,0.06,39132.0,652.2,10.87,0.4529166666666667
IR-190g,1324.3,0.48,0.07,1017792.0,16963.2,282.72,11.78
188IR,1329.1,0.22,0.07,149400.0,2490.0,41.5,1.7291666666666667
188IR,1331.81,0.47,0.04,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1342.16,0.038,0.005,69408.0,1156.8,19.28,0.8033333333333333
189PT,1344.62,0.055,0.017,39132.0,652.2,10.87,0.4529166666666667
IR-190g,1355.6,0.068,0.007,1017792.0,16963.2,282.72,11.78
189PT,1362.56,0.059,0.018,39132.0,652.2,10.87,0.4529166666666667
192IR,1378.5,0.0014,0.00019,6378653.0,106310.88333333333,1771.8480555555554,73.82700231481482
189PT,1381.64,0.016,0.016,39132.0,652.2,10.87,0.4529166666666667
189PT,1381.64,0.032,0.018,39132.0,652.2,10.87,0.4529166666666667
IR-190g,1386.95,0.155,0.012,1017792.0,16963.2,282.72,11.78
189PT,1387.75,0.055,0.017,39132.0,652.2,10.87,0.4529166666666667
189PT,1395.23,0.026,0.009,39132.0,652.2,10.87,0.4529166666666667
IR-190g,1397.24,0.15,0.012,1017792.0,16963.2,282.72,11.78
189PT,1405.95,0.05,0.015,39132.0,652.2,10.87,0.4529166666666667
188IR,1414.57,0.076,0.008,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1421.5,0.00063,0.00021,69408.0,1156.8,19.28,0.8033333333333333
189PT,1423.0,0.035,0.012,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1431.4,0.0022,0.0007,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1432.52,0.0011,0.0003,69408.0,1156.8,19.28,0.8033333333333333
188IR,1435.42,1.48,0.13,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1441.78,0.0015,0.0003,69408.0,1156.8,19.28,0.8033333333333333
189PT,1443.67,0.02,0.009,39132.0,652.2,10.87,0.4529166666666667
189PT,1446.37,0.051,0.016,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1450.23,0.0016,0.0003,69408.0,1156.8,19.28,0.8033333333333333
188IR,1452.28,1.06,0.1,149400.0,2490.0,41.5,1.7291666666666667
188IR,1457.19,1.75,0.16,149400.0,2490.0,41.5,1.7291666666666667
189PT,1457.85,0.18,0.05,39132.0,652.2,10.87,0.4529166666666667
188IR,1462.7,0.41,0.05,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1463.5,0.0059,0.0014,69408.0,1156.8,19.28,0.8033333333333333
188IR,1465.24,1.35,0.14,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1468.91,0.19,0.03,69408.0,1156.8,19.28,0.8033333333333333
189PT,1476.91,0.08,0.04,39132.0,652.2,10.87,0.4529166666666667
189PT,1476.91,0.24,0.08,39132.0,652.2,10.87,0.4529166666666667
188IR,1487.01,0.075,0.011,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1487.05,0.017,0.0023,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1492.18,0.0015,0.0003,69408.0,1156.8,19.28,0.8033333333333333
IR-190g,1494.9,0.062,0.009,1017792.0,16963.2,282.72,11.78
189PT,1496.3,0.05,0.03,39132.0,652.2,10.87,0.4529166666666667
189PT,1496.3,0.016,0.009,39132.0,652.2,10.87,0.4529166666666667
189PT,1501.7,0.09,0.03,39132.0,652.2,10.87,0.4529166666666667
189PT,1501.7,0.09,0.03,39132.0,652.2,10.87,0.4529166666666667
189PT,1508.25,0.014,0.004,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1511.98,0.024,0.004,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1512.15,0.013,0.003,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1518.76,0.0017,0.0003,69408.0,1156.8,19.28,0.8033333333333333
189PT,1528.42,0.053,0.017,39132.0,652.2,10.87,0.4529166666666667
188IR,1530.06,0.23,0.03,149400.0,2490.0,41.5,1.7291666666666667
189PT,1536.7,0.01,0.004,39132.0,652.2,10.87,0.4529166666666667
189PT,1558.26,0.016,0.009,39132.0,652.2,10.87,0.4529166666666667
189PT,1558.26,0.016,0.009,39132.0,652.2,10.87,0.4529166666666667
188IR,1558.66,0.87,0.08,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1565.15,0.021,0.003,69408.0,1156.8,19.28,0.8033333333333333
188IR,1571.6,0.115,0.017,149400.0,2490.0,41.5,1.7291666666666667
189PT,1571.6,0.063,0.018,39132.0,652.2,10.87,0.4529166666666667
188IR,1574.48,2.63,0.23,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1595.77,0.0016,0.0003,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1601.9,0.002,0.0003,69408.0,1156.8,19.28,0.8033333333333333
189PT,1610.85,0.018,0.005,39132.0,652.2,10.87,0.4529166666666667
188IR,1618.8,0.49,0.05,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1622.2,0.064,0.009,69408.0,1156.8,19.28,0.8033333333333333
189PT,1623.05,0.012,0.005,39132.0,652.2,10.87,0.4529166666666667
189PT,1637.92,0.026,0.009,39132.0,652.2,10.87,0.4529166666666667
188IR,1652.67,0.31,0.03,149400.0,2490.0,41.5,1.7291666666666667
189PT,1653.6,0.044,0.013,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1670.72,0.0058,0.0008,69408.0,1156.8,19.28,0.8033333333333333
189PT,1672.8,0.016,0.005,39132.0,652.2,10.87,0.4529166666666667
188IR,1688.04,0.74,0.07,149400.0,2490.0,41.5,1.7291666666666667
188IR,1688.04,0.74,0.07,149400.0,2490.0,41.5,1.7291666666666667
189PT,1688.49,0.014,0.005,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1715.28,0.00131,0.00021,69408.0,1156.8,19.28,0.8033333333333333
188IR,1715.67,6.2,0.5,149400.0,2490.0,41.5,1.7291666666666667
189PT,1720.92,0.019,0.006,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1724.54,0.00076,0.00014,69408.0,1156.8,19.28,0.8033333333333333
188IR,1726.9,0.118,0.013,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1735.37,0.0025,0.0004,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1757.27,0.00042,0.00011,69408.0,1156.8,19.28,0.8033333333333333
189PT,1767.08,0.047,0.013,39132.0,652.2,10.87,0.4529166666666667
188IR,1774.2,0.06,0.008,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1780.69,0.0052,0.0008,69408.0,1156.8,19.28,0.8033333333333333
188IR,1782.8,0.068,0.008,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1785.69,0.004,0.0006,69408.0,1156.8,19.28,0.8033333333333333
IR-194g,1797.48,0.0176,0.0025,69408.0,1156.8,19.28,0.8033333333333333
188IR,1802.18,0.97,0.08,149400.0,2490.0,41.5,1.7291666666666667
189PT,1802.35,0.019,0.007,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1805.75,0.032,0.005,69408.0,1156.8,19.28,0.8033333333333333
188IR,1807.8,0.116,0.023,149400.0,2490.0,41.5,1.7291666666666667
188IR,1810.2,0.34,0.03,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1812.59,0.00045,0.00014,69408.0,1156.8,19.28,0.8033333333333333
189PT,1815.45,0.01,0.006,39132.0,652.2,10.87,0.4529166666666667
IR-194g,1829.59,0.0019,0.0003,69408.0,1156.8,19.28,0.8033333333333333
188IR,1843.0,0.16,0.016,149400.0,2490.0,41.5,1.7291666666666667
188IR,1887.9,0.081,0.012,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,1924.42,0.0018,0.0003,69408.0,1156.8,19.28,0.8033333333333333
188IR,1930.65,0.29,0.03,149400.0,2490.0,41.5,1.7291666666666667
188IR,1944.08,3.9,0.3,149400.0,2490.0,41.5,1.7291666666666667
188IR,1957.29,0.43,0.05,149400.0,2490.0,41.5,1.7291666666666667
188IR,2011.39,0.62,0.06,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,2043.72,0.0071,0.001,69408.0,1156.8,19.28,0.8033333333333333
188IR,2049.78,5.0,0.4,149400.0,2490.0,41.5,1.7291666666666667
188IR,2059.65,7.1,0.5,149400.0,2490.0,41.5,1.7291666666666667
188IR,2068.9,0.057,0.009,149400.0,2490.0,41.5,1.7291666666666667
188IR,2096.9,5.7,0.8,149400.0,2490.0,41.5,1.7291666666666667
188IR,2099.1,4.7,0.6,149400.0,2490.0,41.5,1.7291666666666667
IR-194g,2114.2,0.0026,0.0004,69408.0,1156.8,19.28,0.8033333333333333
188IR,2130.9,0.27,0.03,149400.0,2490.0,41.5,1.7291666666666667
188IR,2144.85,0.16,0.017,149400.0,2490.0,41.5,1.7291666666666667
188IR,2171.4,0.072,0.009,149400.0,2490.0,41.5,1.7291666666666667
188IR,2192.3,0.35,0.06,149400.0,2490.0,41.5,1.7291666666666667
188IR,2193.67,2.0,0.4,149400.0,2490.0,41.5,1.7291666666666667
188IR,2214.59,18.7,1.5,149400.0,2490.0,41.5,1.7291666666666667
188IR,2219.1,0.191,0.021,149400.0,2490.0,41.5,1.7291666666666667
188IR,2222.0,0.228,0.024,149400.0,2490.0,41.5,1.7291666666666667
188IR,2252.09,0.35,0.03,149400.0,2490.0,41.5,1.7291666666666667
188IR,2261.3,0.082,0.011,149400.0,2490.0,41.5,1.7291666666666667
188IR,2286.2,0.076,0.011,149400.0,2490.0,41.5,1.7291666666666667
188IR,2299.7,0.013,0.006,149400.0,2490.0,41.5,1.7291666666666667
188IR,2305.61,0.137,0.019,149400.0,2490.0,41.5,1.7291666666666667
188IR,2326.22,0.085,0.011,149400.0,2490.0,41.5,1.7291666666666667
188IR,2336.0,0.046,0.009,149400.0,2490.0,41.5,1.7291666666666667
188IR,2347.5,0.65,0.08,149400.0,2490.0,41.5,1.7291666666666667
188IR,2365.3,0.074,0.014,149400.0,2490.0,41.5,1.7291666666666667
188IR,2374.2,0.031,0.007,149400.0,2490.0,41.5,1.7291666666666667
188IR,2394.35,0.16,0.03,149400.0,2490.0,41.5,1.7291666666666667
188IR,2426.9,0.021,0.006,149400.0,2490.0,41.5,1.7291666666666667
188IR,2460.51,0.23,0.03,149400.0,2490.0,41.5,1.7291666666666667
188IR,2467.6,0.007,0.004,149400.0,2490.0,41.5,1.7291666666666667
188IR,2520.1,0.012,0.006,149400.0,2490.0,41.5,1.7291666666666667
188IR,2581.7,0.041,0.01,149400.0,2490.0,41.5,1.7291666666666667
188IR,2622.45,0.081,0.012,149400.0,2490.0,41.5,1.7291666666666667
